"","code","Wbcode","country","year","area1","area2","area3","computer1","computer2","computer3","computer4","computer5","computer6","delta01","delta02","delta03","delta04","delta05","delta06","delta07","delta08","delta09","delta10","delta11","delta12","delta13","delta14","delta15","delta16","delta17","delta18","delta19","delta20","delta21","delta22","delta23","delta24","delta25","delta26","delta27","delta28","delta29","delta30","delta31","delta32","delta33","delta34","delta35","domestic1","domestic2","domestic3","domestic4","domestic5","domestic6","domestic7","domestic8","domestic9","economics1","economics2","economics3","economics4","economics5","economics6","economics7","electoral1","electoral2","electoral3","electoral4","electoral5","energy1","energy2","energy3","energy4","indprod1","indprod2","indprod3","indprod4","indprod5","indprod6","industry1","industry2","industry3","industry4","industry5","instat1","instat2","instat3","instat4","instat5","instat6","instat7","instat8","legis01","legis02","legis03","legis04","legis05","legis06","legis07","legis08","legis09","legis10","mail1","mail2","mail3","mail4","media1","media2","media3","media4","media5","media6","media7","military1","military2","military3","military4","phone1","phone2","phone3","phone4","phone5","phone6","physician1","physician2","polit01","polit02","polit03","polit04","polit05","polit06","polit07","polit08","polit09","polit10","polit11","polit12","polit13","polit14","polit15","pop1","pop2","pop3","pop4","railroad1","railroad2","railroad3","railroad4","railroad5","railroad6","railroad7","revexp1","revexp2","revexp3","revexp4","revexp5","revexp6","revexp7","school01","school02","school03","school04","school05","school06","school07","school08","school09","school10","school11","school12","telegraph1","telegraph2","telegraph3","telegraph4","trade1","trade2","trade3","trade4","trade5","urban01","urban02","urban03","urban04","urban05","urban06","urban07","urban08","urban09","urban10","vehicle1","vehicle2","vehicle3","vehicle4","vehicle5","vehicle6","guerilla","overall.conflict","riots","strikes","demos","assassinations","internet","computers","radios","tvs","newspapers","landlines","mobiles","industry","oecd"
"11822",960,"PRT","Portugal",1853,92000,36000,674,NA,NA,NA,NA,NA,NA,27,29,NA,NA,NA,NA,NA,NA,NA,NA,3333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,6,0,1,2,2,NA,3696,1026,5433,"80",15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11823",960,"PRT","Portugal",1854,92000,36000,689,NA,NA,NA,NA,NA,NA,27,29,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,17,40,20,45,3,13,342,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,6,0,0,2,2,NA,3706,1029,5564,"80",18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,143,2,5,55,148,96,1,2,56,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11824",960,"PRT","Portugal",1855,92000,36000,704,NA,NA,NA,NA,NA,NA,27,29,NA,NA,NA,NA,NA,NA,NA,NA,2000,0,NA,NA,NA,NA,NA,1049,0,1081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,6,0,0,2,2,NA,3716,1032,5696,"80",22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,158,2,5,61,164,96,1,2,62,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11825",960,"PRT","Portugal",1856,92000,36000,719,NA,NA,NA,NA,NA,NA,24,19,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1203,0,1098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,5,1,0,2,2,1,3725,1034,5827,"81",25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,177,2,5,68,182,97,1,2,69,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11826",960,"PRT","Portugal",1857,92000,36000,734,NA,NA,NA,NA,NA,NA,27,29,NA,NA,NA,NA,NA,NA,NA,NA,3333,0,NA,NA,NA,NA,NA,847,0,879,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,6,0,0,2,2,0,3735,1037,5959,"81",29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,192,2,5,74,198,97,1,2,75,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11827",960,"PRT","Portugal",1858,92000,36000,749,NA,NA,NA,NA,NA,NA,27,29,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,938,6000,1010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,5,0,0,2,2,0,3745,1040,6091,"81",32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,210,3,8,82,218,96,1,2,83,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11828",960,"PRT","Portugal",1859,92000,36000,749,NA,NA,NA,NA,NA,NA,27,29,NA,NA,NA,NA,NA,NA,NA,NA,2500,0,NA,NA,NA,NA,NA,762,-1250,734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,15,42,22,45,2,12,391,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,6,1,0,2,2,0,3755,1043,6173,"82",36,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,226,3,7,88,234,96,1,2,89,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11829",960,"PRT","Portugal",1860,92000,36000,749,NA,NA,NA,NA,NA,NA,27,19,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,NA,NA,NA,NA,NA,796,0,769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6464,1716,9910,2632,0,NA,0,NA,NA,NA,NA,228,60,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,7,1,0,2,2,0,3765,1045,6256,"83",40,11,NA,NA,NA,NA,NA,25896,687,14990,398,10906,289,209,92,244,3,7,95,252,96,1,2,96,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11830",960,"PRT","Portugal",1861,92000,36000,749,NA,NA,NA,NA,NA,NA,27,29,NA,NA,226,4014,NA,NA,576,NA,10909,0,NA,NA,NA,573,NA,-1885,4286,-1706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6853,1815,10506,2783,0,NA,0,NA,NA,NA,NA,316,83,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,NA,7,0,1,2,2,1,3775,1048,6339,"84",85,23,NA,NA,NA,NA,NA,30726,813,15400,407,15326,405,206,75,198,4,10,79,209,94,1,2,80,211,NA,19,527,320,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11831",960,"PRT","Portugal",1862,92000,36000,749,NA,NA,NA,NA,NA,NA,-291,-286,NA,NA,590,3284,NA,NA,881,NA,5652,0,0,1547,NA,883,NA,4444,0,4211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7242,1975,11103,3029,0,NA,0,NA,NA,NA,NA,401,109,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,0,3665,1018,6422,"85",131,36,NA,NA,NA,NA,NA,35555,970,15810,431,19745,538,203,105,286,4,10,109,297,96,1,2,110,300,NA,19,527,357,97,NA,NA,NA,NA,NA,307,83,307,83,307,83,351,95,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11832",960,"PRT","Portugal",1863,92000,36000,749,NA,NA,NA,NA,NA,NA,150,147,0,0,116,2063,NA,NA,384,NA,3611,0,0,927,NA,379,NA,524,0,471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7631,2051,11699,3144,0,NA,0,NA,NA,NA,NA,599,161,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,0,3720,1033,6505,"86",177,49,NA,NA,NA,NA,NA,40385,1085,16220,436,24165,649,248,112,301,4,10,116,311,96,1,2,117,314,NA,19,527,395,106,NA,NA,NA,NA,NA,310,83,310,83,310,83,355,95,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11833",960,"PRT","Portugal",1864,92000,36000,749,NA,NA,NA,NA,NA,NA,148,145,-120,-120,92,-2542,NA,NA,355,NA,2448,0,0,754,NA,359,NA,365,3000,450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,14,39,24,44,2,12,427,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8020,2124,12296,3257,0,NA,0,NA,NA,NA,NA,399,105,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,3,2,7,0,0,2,2,1,3775,1048,6588,"87",223,61,NA,NA,NA,NA,NA,34932,925,16631,440,18301,484,218,118,312,5,13,123,325,95,1,2,124,328,NA,19,527,433,114,NA,NA,NA,NA,NA,313,82,313,82,313,82,359,95,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11834",960,"PRT","Portugal",1865,92000,36000,749,NA,NA,NA,NA,NA,NA,146,143,0,0,91,702,NA,NA,334,NA,2131,0,0,701,NA,334,NA,449,0,431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8409,2195,12892,3366,0,NA,0,NA,NA,NA,NA,431,112,22,57,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,1,0,2,2,0,3830,1063,6671,"89",269,74,NA,NA,NA,NA,NA,36909,963,17041,444,19868,518,217,125,326,5,13,130,339,96,1,2,131,342,NA,19,527,471,122,3177,829,1828,477,700,315,82,315,82,315,82,363,94,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11835",960,"PRT","Portugal",1866,92000,36000,749,NA,NA,NA,NA,NA,NA,144,151,-121,-121,113,637,0,-21,314,NA,1756,0,0,737,NA,311,NA,399,-769,383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8798,2264,13488,3471,0,NA,0,NA,NA,NA,NA,482,124,22,56,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,0,3885,1079,6753,"90",315,87,NA,NA,NA,NA,NA,38886,1000,17451,449,21435,551,225,132,339,5,12,137,352,96,1,2,138,355,NA,19,527,509,131,3221,829,1853,476,636,318,81,318,81,318,81,367,94,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11836",960,"PRT","Portugal",1867,92000,36000,749,NA,NA,NA,NA,NA,NA,142,139,0,0,89,581,-12,0,295,NA,1494,0,0,534,NA,267,NA,324,2500,369,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9187,2331,14045,3564,0,NA,0,NA,NA,NA,NA,534,135,22,55,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,0,3940,1094,6836,"91",361,100,NA,NA,NA,NA,NA,40863,1037,17861,453,23002,583,232,138,350,6,15,144,365,95,1,2,145,368,NA,19,527,547,138,3265,828,1878,476,590,321,81,321,81,321,81,371,94,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11837",960,"PRT","Portugal",1868,92000,36000,749,NA,NA,NA,NA,NA,NA,140,137,0,0,88,532,0,0,278,NA,1300,0,0,579,NA,308,NA,343,0,329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9576,2396,14681,3674,0,NA,0,NA,NA,NA,NA,560,140,22,55,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,1,0,2,2,1,3995,1109,6919,"92",407,113,NA,NA,NA,NA,NA,42841,1072,18272,457,24569,614,228,145,362,6,15,151,377,96,1,2,152,380,NA,19,527,585,146,3308,828,1903,476,575,324,81,324,81,324,81,375,93,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11838",960,"PRT","Portugal",1869,92000,36000,749,NA,NA,NA,NA,NA,NA,138,144,-123,-123,88,-228,-12,0,267,NA,1061,0,0,479,NA,266,NA,276,-667,265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,13,34,26,46,2,13,433,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965,2460,15278,3772,0,NA,0,NA,NA,NA,NA,530,130,22,54,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,1,0,2,2,0,4050,1125,7002,"93",453,125,NA,NA,NA,NA,NA,43033,1062,18699,461,24334,600,218,151,372,6,14,157,387,96,1,2,158,390,NA,19,527,623,153,3352,827,1929,476,567,326,80,326,80,326,80,379,93,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11839",960,"PRT","Portugal",1870,92000,36000,749,NA,NA,NA,NA,NA,NA,138,133,0,0,87,-233,-12,-21,247,NA,400,0,0,457,NA,249,NA,323,2143,362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10354,2521,15874,3866,0,NA,0,NA,NA,NA,NA,501,122,22,53,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,8,4,0,2,2,0,4106,1140,7085,"94",469,130,NA,NA,NA,NA,NA,43226,1052,19127,465,24099,586,208,158,384,7,17,165,401,95,1,2,166,404,NA,19,527,661,160,3395,826,1954,475,561,329,80,329,80,329,80,383,93,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11840",960,"PRT","Portugal",1871,92000,36000,749,NA,NA,NA,NA,NA,NA,134,132,-125,-125,86,-222,0,0,238,NA,307,0,0,437,NA,237,NA,313,-588,299,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10743,2581,16471,3958,0,NA,0,NA,NA,NA,NA,496,119,22,52,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,1,0,2,2,1,4161,1155,7168,"95",485,134,NA,NA,NA,NA,NA,43418,1043,19554,469,23864,573,208,165,396,7,16,172,413,95,1,2,173,415,NA,19,527,699,167,3439,826,1979,475,519,332,79,332,79,332,79,387,93,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11841",960,"PRT","Portugal",1872,92000,36000,749,NA,NA,NA,NA,NA,NA,135,139,0,0,85,-227,-12,0,224,NA,597,0,0,1556,NA,224,NA,227,0,218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11132,2639,17067,4047,0,NA,0,NA,NA,NA,NA,468,110,22,52,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,0,4217,1171,7251,"96",514,142,NA,NA,NA,NA,NA,43611,1034,19982,473,23629,560,198,171,405,7,16,178,422,96,1,2,179,424,NA,19,527,817,193,3483,825,2004,475,478,335,79,335,79,335,79,391,92,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11842",960,"PRT","Portugal",1873,92000,36000,749,NA,NA,NA,NA,NA,NA,130,128,0,0,486,143,0,-21,215,NA,633,0,531,1347,NA,214,NA,272,1250,308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11521,2696,17663,4134,0,NA,0,NA,NA,NA,NA,456,106,22,51,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,0,4272,1186,7334,"97",544,151,NA,NA,NA,NA,NA,45463,1064,21193,496,24270,568,188,178,416,8,18,186,435,95,1,2,187,437,NA,20,555,936,219,3526,825,2029,474,466,338,79,338,79,338,79,395,92,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
"11843",960,"PRT","Portugal",1874,92000,36000,749,NA,NA,NA,NA,NA,NA,131,135,-126,-126,423,123,-12,0,204,NA,529,0,504,1095,NA,205,NA,216,0,184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,11,31,26,50,2,11,443,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11910,2751,18260,4219,0,NA,0,NA,NA,NA,NA,476,109,22,50,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,3,2,7,0,0,2,2,1,4328,1202,7416,"99",574,159,NA,NA,NA,NA,NA,47316,1093,22405,517,24911,575,191,184,425,8,18,192,443,95,1,2,193,445,NA,21,583,1054,243,3570,824,2054,474,473,340,78,340,78,340,78,399,92,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OECD"
