id,region,year,expression2,expression2_lag,autlost,reggovdm,reg_autscale,durable,durable2,democracy,polity,transdum,majdem_trans,regime_chge,polity_chge,vote,v_vote,nv_vote,rebelx,protestx,prot_lag,reb_lag,natreprx,lwreggov,ideol_eq,lwcengov,literacy,sinest,superior,agr,relpop,cohesion,lang_dum,lang,matlang,historic,opmob4x,milmob,milmob2,subgrvac,subgrvfe,subgrvin,subgrvif,genrebel,genprot,genvote,election,reg_elec,gen_elec,gpro5,isnation,loggdp,gdp_pcxx,polresx,klwd_rte,killedwoundedorarrested,killedwounded,cap,paro,language,ireglang,castile,regratekillwoundarr_lag,killedwoundedorarrestedratelag,localexpressionlag,subgrviflag,isnationlag,centralinvest1000lag
11,Andalusia,1987,1,1,0,0,1,5,9,6.5,10,0,0,0,0,7.764999866485596,0,7.764999866485596,0,0,1,0,1.616438388824463,1,1,1,87.87999725341797,0.5867000222206116,0.01894249953329563,10.220000267028809,17.663330078125,2,0,1,0,0,7.764999866485596,0,0,67.4000015258789,6.5,3.700000047683716,10.199999809265137,107,73,17.990440368652344,0,0,0,5,6.333333492279053,4.259859085083008,70.80000305175781,0,0,0,0,0.01116000022739172,30.489999771118164,None,0,0,1.4375,0,0.3333333432674408,10.600000381469727,6.333333492279053,172.119873046875
12,Andalusia,1988,2,1,0,0,1,6,10,6.5,10,0,0,0,0,8.780000686645508,0,8.780000686645508,0,3,0,0,0.875,1,1,1,88.31600189208984,0.5733199715614319,0.02049499936401844,9.84000015258789,17.71000099182129,2,0,1,0,0,8.780000686645508,0,0,71.5999984741211,6,3.799999952316284,9.800000190734863,124,96,18.59794044494629,0,0,0,5,6.333333492279053,4.259152412414551,70.75,0,0,0,0,0.011409999802708626,28.68000030517578,None,0,0,1.5068492889404297,0,0.3333333432674408,10.199999809265137,6.333333492279053,224.43197631835938
13,Andalusia,1989,1,2,0,0,1,7,11,6.5,10,0,0,0,0,9.795000076293945,0,9.795000076293945,0,1,3,0,1.0412371158599854,1,1,1,88.75199890136719,0.559939980506897,0.02204749919474125,9.460000038146973,17.756669998168945,2,0,1,0,0,9.795000076293945,0,0,75.80000305175781,5.5,3.9000000953674316,9.399999618530273,116,97,19.168529510498047,1,0,1,5,6.333333492279053,4.258445739746094,70.69999694824219,0,0,0,0,0.012059999629855156,27,None,0,0,0.7956989407539368,0,0.3333333432674408,9.800000190734863,6.333333492279053,344.70550537109375
14,Andalusia,1990,2,1,0,0,1,8,12,7,10,0,0,0.5,0,10.8100004196167,0,10.8100004196167,0,3,1,0,0.33734938502311707,1,1,1,89.18800354003906,0.5465599894523621,0.02359990030527115,9.079999923706055,17.80333137512207,2,0,1,0,0,10.8100004196167,0,0,80,5,4,9,139,83,19.948381423950195,1,1,0,5,6.333333492279053,4.249922752380371,70.0999984741211,0,0,0,0,0.011210000142455101,25.530000686645508,None,0,0,0.96875,0,0,9.399999618530273,6.333333492279053,490.28192138671875
15,Andalusia,1991,1,2,0,0,1,9,13,7,10,0,0,0,0,9.6225004196167,0,9.6225004196167,0,0,3,0,0.9200000166893005,1,1,1,89.6240005493164,0.5331799983978271,0.025152400135993958,8.699999809265137,17.850000381469727,2,0,1,0,0,9.6225004196167,0,0,84.19978332519531,4.5,4.0999932289123535,8.600027084350586,160,75,20.475587844848633,0,0,0,5,6.333333492279053,4.241326808929443,69.5,0,0,0,0,0.01078999973833561,25.739999771118164,None,0,0,0.30000001192092896,0,0,9,6.333333492279053,768.3052368164062
16,Andalusia,1992,2,1,0,0,1,10,14,7,10,0,0,0,0,8.4350004196167,0,8.4350004196167,0,4,0,0,0.47826087474823,1,1,1,90.05999755859375,0.5198000073432922,0.026704799383878708,8.319984436035156,17.89665985107422,2,0,1,0,0,8.4350004196167,0,0,88.3997802734375,4,4.199993133544922,8.200027465820312,76,115,20.209558486938477,0,0,0,5,6.333333492279053,4.238444805145264,69.30000305175781,0,0,0,0,0.01257999986410141,28.18000030517578,None,0,0,0.8533333539962769,0,0,8.600027084350586,6.333333492279053,831.9470825195312
17,Andalusia,1993,2,2,0,0,1,11,15,7,10,0,0,0,0,7.247499942779541,0,7.247499942779541,0,4,4,0,1.698795199394226,1,1,1,90.49603271484375,0.5064206719398499,0.028257399797439575,7.93998384475708,17.943330764770508,2,0,1,0,0,7.247499942779541,0,0,92.59977722167969,3.5,4.29999303817749,7.800027847290039,64,83,19.894020080566406,1,0,1,5,6.333333492279053,4.2355546951293945,69.0999984741211,0,0,0,0,0.015230000019073486,32.970001220703125,None,0,0,0.45045045018196106,0,0,8.200027465820312,6.333333492279053,826.9343872070312
18,Andalusia,1994,2,2,0,0,1,12,16,6.5,10,0,0,-0.5,0,6.059999942779541,0,6.059999942779541,0,5,4,0,0.6511628031730652,1,1,1,90.9320297241211,0.49304071068763733,0.029809800907969475,7.55998420715332,17.989999771118164,2,0,1,0,0,6.059999942779541,0,0,96.79976654052734,3,4.399992942810059,7.400028228759766,65,86,19.578472137451172,1,1,0,5,6.333333492279053,4.232656002044678,68.89997863769531,0,0,0,0,0.012249999679625034,34.59000015258789,None,0,0,1.7594937086105347,0,0,7.800027847290039,6.333333492279053,722.2408447265625
19,Andalusia,1995,2,2,0,0,1,13,17,6.5,10,0,0,0,0,6.465000152587891,0,6.465000152587891,0,7,5,0,0.24836601316928864,1,1,1,91.3680191040039,0.47966068983078003,0.031362298876047134,7.179984092712402,18.03666877746582,2,0,1,0,0,6.465000152587891,0,0,100.99980163574219,2.5,4.499992847442627,7.00002908706665,61,153,19.356603622436523,0,0,0,5,6.333333492279053,4.229748725891113,68.69996643066406,0,0,0,0,0.012310000136494637,33.90999984741211,None,0,0,0.6419752836227417,0,0,7.400028228759766,6.333333492279053,774.0563354492188
20,Andalusia,1996,2,2,0,0,1,14,18,6.5,10,0,0,0,0,6.869999885559082,0,6.869999885559082,0,3,7,0,0.3840579688549042,1,0,0,91.80401611328125,0.4662806987762451,0.03291470184922218,6.799983978271484,18.083330154418945,2,0,1,0,0,6.869999885559082,0,0,105.19979858398438,2,4.5999932289123535,6.600028991699219,89,138,20.146228790283203,2,1,1,5,6.333333492279053,4.226833343505859,68.49996948242188,0,0,0,0,0.012360000051558018,32.59000015258789,None,0,0,0.1895424872636795,0,0,7.00002908706665,6.333333492279053,800.4691772460938
21,Aragon,1977,1,None,1,0,0,0,0,4,5,1,1,1,4,5.630000114440918,0,5.630000114440918,0,0,None,None,0.22631579637527466,0,0,0,93.95999908447266,0.756600022315979,0.011962199583649635,11.75,3.2533299922943115,2,0,1,0,0,5.630000114440918,0,0,45.33332824707031,5.3333330154418945,1.3333330154418945,6.6666669845581055,113,190,9.488533973693848,1,0,1,3,6.666666507720947,4.65776252746582,105.4000015258789,0,0,0,0,0.011660000309348106,2.690000057220459,None,0,0,None,None,None,None,None,None
22,Aragon,1978,1,1,1,0,0,0,0,6,9,1,1,2,4,5.84499979019165,0,5.84499979019165,0,0,0,0,0.28082191944122314,0,0,0,94.2040023803711,0.7441999912261963,0.014748400077223778,10.487500190734863,3.2366700172424316,2,0,1,0,0,5.84499979019165,0,0,52.66667175292969,6.6666669845581055,2.6666669845581055,9.333333015441895,140,146,10.111328125,0,0,0,3,6.666666507720947,4.664617538452148,106.125,0,0,0,0,0.01157000008970499,4.789999961853027,None,0,0,0.1473684161901474,0,1.5,6.6666669845581055,6.666666507720947,30.281267166137695
23,Aragon,1979,1,1,1,0,0,0,1,5.5,9,1,0,-0.5,0,6.059999942779541,0,6.059999942779541,0,1,0,0,0.4166666567325592,0,0,0,94.447998046875,0.7318000197410583,0.017534499987959862,9.22499942779541,3.2200000286102295,2,0,1,0,0,6.059999942779541,0,0,60,8,4,12,114,156,10.734121322631836,1,0,1,3,6.666666507720947,4.671425819396973,106.8499984741211,0,0,0,0,0.011730000376701355,6.480000019073486,None,0,0,0.1780821979045868,0,2.1666667461395264,9.333333015441895,6.666666507720947,43.34183120727539
24,Aragon,1980,2,1,1,0,0,0,2,6,9,1,0,0.5,0,9.704999923706055,0,9.704999923706055,0,2,1,0,0.04878048598766327,0,0,0,94.69200134277344,0.7193999886512756,0.020320599898695946,7.962500095367432,3.2033298015594482,2,0,1,0,0,9.704999923706055,0,0,44,3,8,11,152,80,12.888386726379395,0,0,0,3,6.666666507720947,4.678188323974609,107.57499694824219,0,0,0,0,0.011880000121891499,8.619999885559082,None,0,0,0.3096774220466614,0,1.5,12,6.666666507720947,47.063297271728516
25,Aragon,1981,1,2,1,0,0,0,3,5.5,9,1,0,-0.5,0,13.350000381469727,0,13.350000381469727,0,0,2,0,0.8815789222717285,0,0,0,94.93599700927734,0.7070000171661377,0.02310669980943203,6.699999809265137,3.1866698265075684,2,0,1,0,0,13.350000381469727,0,0,45.099998474121094,3.299999952316284,7.699999809265137,11,135,76,13.71838665008545,0,0,0,3,6.666666507720947,4.684905052185059,108.30000305175781,0,0,0,0,0.012000000104308128,11.789999961853027,None,0,0,0,0,1.6666666269302368,11,6.666666507720947,53.10192108154297
26,Aragon,1982,1,1,1,0,0,0,4,5.5,10,1,0,0,1,16.9950008392334,0,16.9950008392334,0,0,0,0,0.29230770468711853,0,0,0,95.18000030517578,0.694599986076355,0.025892799720168114,6.670000076293945,3.1700000762939453,2,0,1,0,0,16.9950008392334,0,0,46.20000076293945,3.5999999046325684,7.400000095367432,11,157,64,14.375150680541992,1,0,1,3,6.666666507720947,4.691577434539795,109.0250015258789,0,0,0,0,0.011839999817311764,12.210000038146973,None,0,0,0.75,0,1.8333333730697632,11,6.666666507720947,65.6913070678711
27,Aragon,1983,2,1,1,0,1,1,5,6.5,10,0,0,1,0,20.639999389648438,0,20.639999389648438,0,2,0,0,0.4935064911842346,1,1,1,95.33999633789062,0.6821200251579285,0.02629680000245571,6.639999866485596,3.153330087661743,2,0,1,0,0,20.639999389648438,0,0,47.29999923706055,3.9000000953674316,7.099999904632568,11,103,75,15.051469802856445,1,1,0,3,6.666666507720947,4.69820499420166,109.75,1.5,0,3,0,0.011529999785125256,13.680000305175781,None,0,0,0.1538461595773697,0,1.3333333730697632,11,6.666666507720947,77.61929321289062
28,Aragon,1984,1,2,1,0,1,2,6,6.5,10,0,0,0,0,22.600000381469727,0,22.600000381469727,0,0,2,0,0.2857142984867096,1,1,1,95.5,0.6696400046348572,0.02670080028474331,6.610000133514404,3.136669874191284,2,0,1,0,0,22.600000381469727,0,0,48.400001525878906,4.199999809265137,6.800000190734863,11,74,112,15.945734977722168,0,0,0,3,6.666666507720947,4.704789161682129,110.4749984741211,0,0,0,0,0.01107999961823225,15.1899995803833,None,0,0,0.3866666555404663,1.5,1.6666666269302368,11,6.666666507720947,78.19258880615234
29,Aragon,1985,1,1,1,0,1,3,7,6.5,10,0,0,0,0,24.559999465942383,0,24.559999465942383,0,0,0,0,2.28125,1,1,1,95.66000366210938,0.6571599841117859,0.027104800567030907,6.579999923706055,3.119999885559082,2,0,1,0,0,24.559999465942383,0,0,49.5,4.5,6.5,11,86,64,16.782352447509766,0,0,0,3,6.666666507720947,4.711330413818359,111.19999694824219,0,0,0,0,0.010859999805688858,17.260000228881836,None,0,0,0.1607142835855484,0,1.5,11,6.666666507720947,71.94318389892578
30,Aragon,1986,1,1,1,0,1,4,8,6.5,10,0,0,0,0,26.520000457763672,0,26.520000457763672,0,0,0,0,1.5360825061798096,1,1,1,95.81999969482422,0.6446800231933594,0.027508800849318504,6.550000190734863,3.109999895095825,2,0,1,0,0,26.520000457763672,0,0,50.599998474121094,4.800000190734863,6.199999809265137,11,108,97,17.42308807373047,1,0,1,3,6.666666507720947,4.706597805023193,110.67500305175781,0,0,0,0,0.011339999735355377,16,None,0,0,2.171875,0,1.5,11,6.666666507720947,78.65404510498047
31,Aragon,1987,1,1,1,1,3,5,9,6.5,10,0,0,0,0,28.479999542236328,0,28.479999542236328,0,0,0,0,1.616438388824463,0,0,1,95.9800033569336,0.6322000026702881,0.027912700548768044,6.519999980926514,3.0999999046325684,2,0,1,0,0,28.479999542236328,0,0,51.70000076293945,5.099999904632568,5.900000095367432,11,107,73,17.990440368652344,1,1,0,3,6.666666507720947,4.70184326171875,110.1500015258789,0,0,0,0,0.01116000022739172,14.010000228881836,None,0,0,1.422680377960205,0,1.5,11,6.666666507720947,73.47877502441406
32,Aragon,1988,1,1,1,1,3,6,10,6.5,10,0,0,0,0,28.104999542236328,0,28.104999542236328,0,0,0,0,0.875,0,0,1,96.04399871826172,0.619979977607727,0.029547899961471558,6.489999771118164,3.0899999141693115,2,0,1,0,0,28.104999542236328,0,0,52.79999923706055,5.400000095367432,5.599999904632568,11,124,96,18.59794044494629,0,0,0,3,6.666666507720947,4.697065353393555,109.625,0,0,0,0,0.011409999802708626,13.9399995803833,None,0,0,1.5068492889404297,0,1.6666666269302368,11,6.666666507720947,86.00304412841797
33,Aragon,1989,1,1,1,1,3,7,11,6.5,10,0,0,0,0,27.729999542236328,0,27.729999542236328,0,0,0,0,1.0412371158599854,0,0,1,96.10800170898438,0.6077600121498108,0.03118309937417507,6.460000038146973,3.0799999237060547,2,0,1,0,0,27.729999542236328,0,0,53.900001525878906,5.699999809265137,5.300000190734863,11,116,97,19.168529510498047,1,0,1,3,6.666666507720947,4.692265033721924,109.0999984741211,0,0,0,0,0.012059999629855156,12.15999984741211,None,0,0,0.7708333134651184,0,1.6666666269302368,11,6.666666507720947,89.26307678222656
34,Aragon,1990,1,1,1,1,3,8,12,7,10,0,0,0.5,0,27.354999542236328,0,27.354999542236328,0,0,0,0,0.33734938502311707,0,0,1,96.1719970703125,0.5955399870872498,0.032818298786878586,6.429999828338623,3.069999933242798,2,0,1,0,0,27.354999542236328,0,0,55,6,5,11,139,83,19.948381423950195,0,0,0,3,6.666666507720947,4.689970970153809,108.8499984741211,0,0,0,0,0.011210000142455101,9.539999961853027,None,0,0,0.9587628841400146,0,1.5,11,6.666666507720947,157.22596740722656
35,Aragon,1991,1,1,1,1,3,9,13,7,10,0,0,0,0,26.979999542236328,0,26.979999542236328,0,0,0,0,0.9200000166893005,0,0,1,96.23600006103516,0.5833200216293335,0.03445350006222725,6.400000095367432,3.059999942779541,2,0,1,0,0,53.959999084472656,0,0,56.099891662597656,6.300014019012451,4.699985980987549,11,160,75,20.475587844848633,1,1,0,3,6.666666507720947,4.687671184539795,108.5999984741211,0,0,0,0,0.01078999973833561,10.050000190734863,None,0,0,0.28915661573410034,0,1.5,11,6.666666507720947,193.03565979003906
36,Aragon,1992,2,1,1,1,3,10,14,7,10,0,0,0,0,26.565000534057617,0,26.565000534057617,0,6,0,0,0.47826087474823,0,0,1,96.30000305175781,0.5710999965667725,0.03608870133757591,6.369998931884766,3.049999952316284,2,0,1,0,0,53.130001068115234,0,0,57.19989013671875,6.6000142097473145,4.3999857902526855,11,76,115,20.209558486938477,0,0,0,3,6.666666507720947,4.682594299316406,108.05000305175781,0,0,0,0,0.01257999986410141,12.3100004196167,None,0,0,0.8533333539962769,0,1.5,11,6.666666507720947,195.28042602539062
